curve_id,rank,conductor,torsion_order,regulator,period,ls_deriv,sha_estimate
E_6310,3,623321,1,5.9242,7.3717,1.537865,1.91362199
E_6311,2,519204,4,37.1709,4.9994,1.376126,0.01156786
E_6312,3,199244,1,35.6,0.2789,1.13838,0.00891838
E_6313,2,591860,1,49.3318,6.125,0.800493,0.09938862
E_6314,3,487932,4,26.5791,8.3215,1.742682,0.0341004
E_6315,2,457395,2,41.4943,2.4443,0.924947,0.01362144
E_6316,2,230364,2,29.2456,2.2885,0.605513,0.01184551
E_6317,2,510259,2,43.8302,6.128,1.262377,0.04412395
E_6318,3,568977,1,36.33,8.198,1.387309,0.31305145
E_6319,2,502968,6,32.5013,2.5712,0.802956,0.00176451
E_6320,2,300065,1,28.691,9.3294,0.066005,0.02146273
E_6321,2,797976,6,36.4256,9.2811,0.197322,0.00139658
E_6322,2,152127,6,21.563,2.0853,1.692742,0.00454724
E_6323,3,711650,2,5.7323,2.7115,0.12253,0.01448982
E_6324,2,373120,6,2.9593,7.0359,1.188119,0.07846719
E_6325,4,738464,1,24.4722,9.5222,0.375582,0.14613998
E_6326,2,199122,1,30.3653,7.1278,0.465563,0.10928395
E_6327,2,432548,2,4.8636,4.5045,0.553935,0.12825891
E_6328,3,444076,4,15.0583,1.7731,0.0862,0.00063437
E_6329,2,721458,1,16.7796,4.664,0.362698,0.10081429
E_6330,2,439851,6,28.577,6.107,1.304495,0.00774375
E_6331,2,582863,1,14.6456,3.3764,1.002447,0.23110436
E_6332,3,317912,1,5.6868,5.1516,1.596685,1.44641669
E_6333,2,335851,1,9.078,1.3891,0.131872,0.02017883
E_6334,4,455933,4,9.5234,4.5767,1.778908,0.05343108
E_6335,4,720804,6,42.2921,0.9987,1.992833,0.00130721
E_6336,2,632245,2,14.9317,0.586,0.041323,0.00040543
E_6337,2,607750,1,36.0199,8.5867,1.935604,0.46142413
E_6338,2,207724,6,28.8241,2.1303,0.479367,0.00098413
E_6339,2,498008,6,48.8749,5.794,1.388161,0.0045712
E_6340,2,375381,2,14.3683,1.5749,0.592042,0.01622333
E_6341,2,503923,1,8.7603,2.699,1.048408,0.32300871
E_6342,2,789566,4,3.5499,3.6773,1.025733,0.06640905
E_6343,3,627831,6,12.807,1.5224,0.7286,0.00240585
E_6344,3,799495,2,34.5195,0.555,1.437918,0.00577966
E_6345,3,347541,4,5.1777,8.7839,1.203277,0.12758398
E_6346,2,728935,6,12.9904,0.2171,1.021471,0.0004742
E_6347,2,659319,1,42.9101,0.7071,1.96585,0.03239453
E_6348,2,274001,6,29.5647,8.0702,1.880619,0.01425966
E_6349,4,427891,4,4.4066,2.8919,1.911317,0.07839573
E_6350,2,551067,4,3.3365,7.2559,1.763835,0.23973869
E_6351,3,417455,1,3.995,1.5476,0.517759,0.20057167
E_6352,2,605329,1,47.1519,2.4491,0.706452,0.03669357
E_6353,2,165867,2,42.6437,5.7705,0.469799,0.01589317
E_6354,3,188780,1,42.4021,9.8875,1.972492,0.45995398
E_6355,2,157196,2,46.2866,0.8271,0.313797,0.00140182
E_6356,3,697993,4,25.7575,4.0655,0.739358,0.00729365
E_6357,3,600653,4,13.1199,0.5265,0.406098,0.00101854
E_6358,2,376735,6,20.6661,2.0723,0.454673,0.00126646
E_6359,2,721535,6,36.2243,9.084,0.501705,0.00349481
E_6360,2,100727,2,43.9256,1.055,1.282945,0.00770341
E_6361,3,143822,1,22.3195,8.5829,0.161338,0.06204207
E_6362,2,465543,1,27.2337,1.8603,1.149334,0.07850957
E_6363,2,212113,6,46.6574,8.6317,1.64038,0.00842981
E_6364,2,319606,4,6.2674,5.4264,1.535382,0.08308466
E_6365,3,492575,2,43.2527,8.7942,0.310832,0.0157997
E_6366,2,490732,4,8.8061,1.6019,1.830316,0.02080932
E_6367,3,684379,4,24.7092,7.6442,1.54248,0.02982448
E_6368,3,573594,1,11.7027,6.8389,0.020552,0.01201031
E_6369,2,254591,2,30.5444,5.475,1.477374,0.06620381
E_6370,2,510609,4,28.3701,8.1248,1.477469,0.0264454
E_6371,4,305603,6,19.6204,6.5179,0.998664,0.00921545
E_6372,2,279006,6,43.3019,8.7828,0.101505,0.00057189
E_6373,3,472949,1,33.3309,3.8725,1.164013,0.13523908
E_6374,2,259912,6,36.3391,5.9402,1.533836,0.00696471
E_6375,2,713655,6,8.3823,8.7189,0.549039,0.01586351
E_6376,3,113265,4,44.2751,2.2267,1.337466,0.00420402
E_6377,2,498640,6,9.185,4.9088,0.714313,0.01060431
E_6378,2,513841,6,11.9165,9.6113,1.151971,0.02580908
E_6379,2,703910,4,7.2747,4.7887,0.775286,0.03189661
E_6380,2,784547,1,22.5776,2.603,0.614485,0.07084475
E_6381,2,398073,1,44.4978,3.5757,1.71327,0.13767286
E_6382,2,424036,2,13.3699,8.8623,1.510138,0.25025049
E_6383,4,775899,6,19.3139,9.5533,0.697444,0.00958275
E_6384,2,418774,4,42.4573,9.5061,0.874917,0.01224325
E_6385,2,321711,2,31.2729,7.0195,1.38649,0.07780272
E_6386,2,586626,1,37.8292,5.1451,1.624047,0.22088451
E_6387,3,270457,1,11.486,1.9086,1.371839,0.22795507
E_6388,2,755313,4,36.108,1.3199,1.086454,0.00248216
E_6389,4,711868,2,12.1529,0.6917,1.909228,0.02716662
E_6390,2,439606,2,49.3784,0.2754,1.550546,0.00216198
E_6391,2,737684,4,28.4344,8.7934,0.240028,0.00463932
E_6392,2,459181,4,35.0863,8.11,1.120697,0.01619017
E_6393,2,195310,2,6.8017,5.7214,0.825018,0.17349552
E_6394,2,256080,1,13.2821,9.9874,1.591922,1.19703675
E_6395,2,411072,6,7.8473,9.5352,0.098879,0.00333742
E_6396,3,189876,1,20.1184,6.5856,0.82734,0.27082324
E_6397,2,649264,4,14.9227,4.6993,0.64337,0.01266271
E_6398,2,487128,2,36.9132,1.6065,0.29096,0.00316572
E_6399,2,782986,2,6.3267,5.2044,0.76382,0.15708129
E_6400,3,460400,6,37.8509,1.6617,1.348873,0.00164492
E_6401,2,462681,2,3.2395,4.0447,0.729739,0.22778016
E_6402,2,290861,6,10.8989,9.4322,1.164213,0.02798725
E_6403,2,733619,1,39.8063,3.4856,1.189695,0.10417449
E_6404,3,351666,1,37.3961,1.6126,1.178351,0.05081302
E_6405,2,369670,2,24.34,5.8657,1.063768,0.0640894
E_6406,2,728151,2,3.4492,6.0634,0.242807,0.10670851
E_6407,3,299121,4,30.8848,2.0187,0.444727,0.00181677
E_6408,3,435510,4,20.9295,2.0462,1.602133,0.00978966
E_6409,2,552333,2,16.5099,9.8965,1.009707,0.15131172
E_6410,3,156096,2,32.3801,2.5085,1.415092,0.02740694
E_6411,2,763270,1,22.3941,8.3981,1.144119,0.42906059
E_6412,2,150248,2,5.5286,4.7562,0.086994,0.01871002
E_6413,2,305728,4,45.8816,4.4064,1.594465,0.00957063
E_6414,2,179888,1,39.1462,3.0201,0.138005,0.01064698
E_6415,2,306354,6,3.7625,7.7609,1.886916,0.10811492
E_6416,3,340346,4,26.7281,8.8185,0.4386,0.00904431
E_6417,2,718821,4,5.0855,2.6852,1.029688,0.03398041
E_6418,2,141954,1,42.0272,1.0415,0.13654,0.00338368
E_6419,2,451863,6,31.0377,1.4555,1.790915,0.00233289
E_6420,3,764164,4,9.45,7.9488,1.960081,0.10304426
E_6421,2,362739,2,2.0163,4.4147,0.301122,0.16482707
E_6422,2,391736,4,2.5475,1.406,0.598615,0.02064899
E_6423,2,664931,1,25.8609,3.4689,0.04159,0.00557875
E_6424,2,354793,1,36.9843,5.1909,1.576061,0.2212067
E_6425,4,424809,1,6.9212,8.5353,0.629814,0.77669356
E_6426,4,368116,4,11.8429,6.4533,1.181787,0.04024788
E_6427,2,378026,6,17.0357,1.8427,0.088045,0.00026454
E_6428,4,564271,2,11.6858,1.6712,1.433766,0.05126114
E_6429,2,779129,1,20.1755,4.1821,1.063514,0.22045163
E_6430,3,649308,6,28.4211,0.8444,1.452711,0.0011989
E_6431,2,464765,2,34.5619,7.5802,1.581233,0.08669997
E_6432,2,144912,1,48.225,4.0744,0.187593,0.01584923
E_6433,2,112879,2,46.6113,3.4959,1.160403,0.02175788
E_6434,2,658086,2,28.9362,5.1402,1.303389,0.05788321
E_6435,2,732079,6,36.9734,7.1187,1.03827,0.00555289
E_6436,2,583042,2,47.5927,5.7365,0.372995,0.01123957
E_6437,2,437935,1,5.0901,8.0438,1.593239,2.51776898
E_6438,3,587947,6,1.2761,6.3307,1.994942,0.2749127
E_6439,2,758210,4,2.4602,7.9009,1.938848,0.38916156
E_6440,2,259472,4,28.6041,6.9981,1.557284,0.02381221
E_6441,4,730698,6,38.3788,2.0119,0.842034,0.00122615
E_6442,2,749443,4,18.9867,0.6183,0.681228,0.00138651
E_6443,2,254607,2,27.7167,9.0436,0.146406,0.0119426
E_6444,2,568255,1,26.3019,9.462,0.83841,0.30161454
E_6445,3,352712,2,5.6438,7.2966,0.320537,0.10360175
E_6446,2,104055,6,16.7578,7.2696,0.516126,0.00621938
E_6447,2,400314,1,1.9523,2.7745,1.784855,2.53653649
E_6448,3,329016,6,6.4246,5.4702,1.937366,0.04582118
E_6449,3,390395,6,40.7811,9.9232,1.897632,0.01282633
E_6450,2,760284,6,41.6413,8.5758,0.394778,0.0022584
E_6451,2,148037,2,40.2954,3.1135,1.802779,0.03482378
E_6452,2,192115,1,36.6141,3.0804,0.291596,0.02453242
E_6453,3,572032,1,39.8723,4.8874,1.020244,0.12505776
E_6454,2,582870,1,33.8781,4.1055,1.29089,0.15643584
E_6455,2,170400,2,33.8218,3.7744,0.930309,0.02595484
E_6456,3,723813,4,33.7007,6.307,1.904156,0.02227237
E_6457,2,463308,2,26.1881,0.2138,0.673093,0.00137379
E_6458,2,323457,2,18.804,7.6571,1.059482,0.10785683
E_6459,2,241774,6,36.7796,7.4265,0.160145,0.00089823
E_6460,2,115385,1,15.6337,8.3202,1.705927,0.90788833
E_6461,2,660309,1,27.6022,8.4304,0.832593,0.25429466
E_6462,2,608670,4,22.2344,5.7074,1.404059,0.0225257
E_6463,2,217369,4,14.5545,7.8227,1.367669,0.04594311
E_6464,2,673399,6,48.7598,4.9747,1.355763,0.00384226
E_6465,4,189402,1,13.6788,9.5201,1.018807,0.70906399
E_6466,2,744062,4,16.1554,1.9879,0.562262,0.0043241
E_6467,4,353724,4,8.9178,9.1646,1.253938,0.08054004
E_6468,2,327600,1,41.3261,2.6595,1.923965,0.12381485
E_6469,3,573319,2,29.7429,1.117,1.669559,0.01567515
E_6470,3,749983,4,31.0389,4.4471,0.226449,0.00202778
E_6471,2,234585,1,41.2075,6.1877,0.056143,0.00843041
E_6472,3,768695,4,17.8031,2.3868,1.002953,0.0084039
E_6473,3,799500,6,10.488,5.6024,1.5539,0.02305696
E_6474,2,204126,4,10.7219,8.0981,0.634666,0.02995964
E_6475,2,701946,1,36.8984,2.6451,1.405464,0.10075214
E_6476,2,265912,4,31.0916,5.8452,1.864523,0.02190807
E_6477,3,731121,6,11.1106,3.4592,0.923379,0.00798575
E_6478,3,218637,6,8.1082,5.3447,0.495878,0.00907969
E_6479,3,717508,4,6.9137,6.7025,1.836338,0.11126509
E_6480,2,126393,4,31.7621,3.5692,0.949805,0.00667077
E_6481,3,681768,6,1.0058,9.9454,0.8216,0.22566726
E_6482,2,579551,6,1.8976,5.6814,0.71319,0.05931348
E_6483,2,764467,2,20.0881,8.2622,0.851804,0.08758637
E_6484,2,621397,2,34.8761,7.2788,1.350579,0.07046799
E_6485,2,193650,6,35.0569,8.5428,0.873102,0.00591002
E_6486,2,618196,4,22.0758,1.8206,0.655206,0.00337719
E_6487,2,152066,1,34.8626,2.3033,1.489839,0.09843059
E_6488,2,473994,4,26.5337,4.9254,0.413913,0.00480212
E_6489,2,116138,4,48.8696,8.5381,0.411848,0.00449717
E_6490,2,218558,2,8.9606,2.0563,1.395907,0.08008402
E_6491,2,358480,2,30.4327,9.7136,1.734746,0.13842535
E_6492,2,537743,2,25.0707,1.3633,0.49001,0.00666147
E_6493,2,371334,6,10.5289,1.8333,0.390339,0.00188795
E_6494,2,178422,6,37.7495,1.7556,1.343909,0.00173613
E_6495,2,706603,4,14.4999,5.9015,1.245397,0.03168
E_6496,2,129086,4,19.7038,9.1837,0.900032,0.02621837
E_6497,2,225604,1,19.3667,2.6256,0.200763,0.02721803
E_6498,2,219324,4,12.966,5.5751,0.192653,0.00517729
E_6499,2,576785,4,22.1046,1.8401,1.55691,0.00810032
E_6500,3,491065,2,24.1939,6.3483,0.909021,0.05963009
E_6501,2,103435,2,37.4669,1.3201,1.717355,0.01512722
E_6502,2,260014,2,38.4884,4.964,1.15372,0.03719995
E_6503,2,522275,2,8.7692,6.5863,1.241289,0.23307433
E_6504,2,475601,2,30.0458,5.8334,1.869047,0.09071899
E_6505,2,526042,1,44.9137,1.486,0.337586,0.01116926
E_6506,2,392441,1,6.3305,1.6976,1.090618,0.29246238
E_6507,2,668178,1,24.1728,6.7468,0.125696,0.03508265
E_6508,2,383466,2,37.7673,8.1082,0.724261,0.0388726
E_6509,2,660027,6,30.9631,9.0899,0.304716,0.00248489
E_6510,3,502935,2,5.9287,8.1548,0.383794,0.13197511
E_6511,3,703841,2,20.4337,9.7418,1.870241,0.22291012
E_6512,3,108314,1,25.8547,4.1417,1.225258,0.19627577
E_6513,4,718119,2,49.7964,3.3785,1.785395,0.0302831
E_6514,2,469802,1,9.7518,0.379,0.892605,0.03469075
E_6515,2,741462,2,49.1388,4.554,1.19931,0.02778689
E_6516,2,246429,4,19.4313,6.5486,0.073868,0.0015559
E_6517,2,329937,6,10.8157,8.1725,0.944309,0.01982038
E_6518,3,644653,6,21.2913,2.7478,1.132473,0.00405983
E_6519,2,401173,1,31.0858,5.1846,0.043388,0.0072364
E_6520,3,363881,4,11.4614,6.6539,1.581083,0.05736847
E_6521,2,493186,6,15.2805,5.5609,0.597892,0.00604405
E_6522,3,709762,1,42.8728,2.8128,0.910449,0.05973277
E_6523,2,440362,2,49.9515,7.9832,1.075904,0.04298748
E_6524,2,258571,2,16.5905,1.8163,1.984472,0.05431416
E_6525,2,341474,4,8.294,9.0593,0.207376,0.01415693
E_6526,2,228692,6,39.8654,9.5307,1.115006,0.00740463
E_6527,2,490555,2,30.4223,3.7192,1.065882,0.03257667
E_6528,2,272106,1,5.9197,3.8242,0.14713,0.09504781
E_6529,3,100294,2,47.3918,7.4585,1.271537,0.05002848
E_6530,2,198185,2,4.8244,4.6173,0.58084,0.13897648
E_6531,2,158382,6,31.6425,0.3832,0.216498,7.283e-05
E_6532,2,400242,6,21.7729,9.2068,0.365497,0.00429313
E_6533,3,628943,1,28.2746,4.3644,1.64897,0.25453109
E_6534,2,707317,4,11.4475,2.1146,0.217208,0.00250769
E_6535,2,408372,4,34.7174,5.6011,0.939186,0.00947017
E_6536,2,103771,2,48.0263,2.2672,0.398594,0.00470415
E_6537,2,436243,1,23.4629,2.1396,0.333017,0.03036808
E_6538,2,745099,4,26.625,5.5027,0.419366,0.00541701
E_6539,2,420580,4,12.7508,3.9713,0.990638,0.0192837
E_6540,2,207779,2,44.7015,5.7726,0.483199,0.01559967
E_6541,3,749179,1,48.5875,9.9686,0.202499,0.04154631
E_6542,2,585319,4,39.5285,8.6043,1.604788,0.02183247
E_6543,2,656664,6,27.5959,0.1759,1.084245,0.00019198
E_6544,2,580674,6,47.883,0.6005,0.322139,0.00011222
E_6545,4,177924,2,8.5387,6.1398,0.948145,0.17044224
E_6546,2,653620,2,24.4461,6.2999,0.146041,0.0094089
E_6547,3,493145,2,27.3427,8.7941,1.165055,0.09367775
E_6548,2,671025,2,25.1039,6.3277,0.687207,0.04330442
E_6549,2,493056,4,40.3185,2.3544,0.216022,0.00078841
E_6550,2,189031,1,33.8497,4.7383,0.375451,0.05255584
E_6551,4,567186,2,7.2063,8.109,0.697948,0.19634418
E_6552,2,283024,2,17.9761,9.236,1.614751,0.20741207
E_6553,3,383135,4,17.6148,2.4455,0.355774,0.00308705
E_6554,3,127472,2,28.716,5.4421,0.228232,0.01081332
E_6555,2,159946,2,15.2815,1.6734,1.036719,0.02838147
E_6556,2,598782,1,6.7463,5.0203,1.121807,0.83479947
E_6557,2,363685,6,33.0305,0.9921,0.18958,0.00015817
E_6558,2,753525,2,42.7008,9.4231,0.576124,0.03178438
E_6559,3,102765,4,46.6488,6.4168,0.5329,0.00458146
E_6560,3,405218,1,48.6563,8.5567,0.380581,0.066929
E_6561,2,464939,4,39.2747,9.9831,0.63812,0.01013759
E_6562,2,784643,1,7.8454,1.9084,0.083846,0.02039561
E_6563,3,725675,1,42.8025,6.972,1.306584,0.21282644
E_6564,2,593377,2,20.598,8.8812,1.977089,0.21311441
E_6565,3,773166,2,36.7657,5.8018,1.271753,0.05017215
E_6566,2,773616,2,27.0321,6.433,0.728542,0.04334394
E_6567,2,466047,6,41.6017,4.1359,1.339141,0.00369813
E_6568,2,618790,6,21.8498,6.7801,1.147317,0.00988939
E_6569,2,249725,4,4.0279,4.0162,1.695048,0.10563277
E_6570,2,727867,2,28.2844,4.8185,1.24753,0.05313197
E_6571,2,579885,6,9.3932,1.1188,1.271812,0.00420784
E_6572,2,139339,2,48.3104,0.1773,0.451112,0.0004139
E_6573,3,518973,6,26.8212,0.646,0.837098,0.00056005
E_6574,3,404543,6,28.1244,2.006,0.695388,0.00137776
E_6575,2,507922,1,45.456,4.6204,0.032736,0.00332747
E_6576,2,652197,2,31.6047,0.3078,0.633429,0.00154225
E_6577,2,618993,2,15.8337,1.6438,0.977264,0.02536404
E_6578,2,579095,6,15.5086,7.8363,1.203699,0.01689483
E_6579,2,257541,2,25.5774,7.6454,1.869792,0.13972597
E_6580,2,232385,6,43.4638,7.9183,0.485836,0.00245862
E_6581,2,501063,2,39.9417,9.2233,0.313334,0.0180887
E_6582,2,241002,1,48.1743,1.2788,1.740197,0.04619401
E_6583,2,103285,2,4.5224,1.7151,1.884277,0.17865091
E_6584,2,485781,1,14.148,3.4022,0.981029,0.23591015
E_6585,4,660151,4,4.9302,9.1599,0.239281,0.02778526
E_6586,2,247776,2,37.8029,7.7772,0.975923,0.05019422
E_6587,2,755915,2,7.9009,3.3088,0.227792,0.02384912
E_6588,2,645611,2,5.8944,0.9676,1.767539,0.07253795
E_6589,2,433112,1,28.5219,6.2022,1.419219,0.30861479
E_6590,3,153915,2,21.1628,2.6425,0.489863,0.01529173
E_6591,2,471687,2,36.04,5.3584,1.774514,0.06595835
E_6592,4,765979,6,24.8638,9.4239,1.279424,0.01347023
E_6593,2,303462,4,21.8414,5.7689,1.906994,0.03148052
E_6594,2,607553,1,21.8495,9.246,1.961155,0.82989721
E_6595,3,566389,6,43.7219,3.9911,0.016531,4.192e-05
E_6596,2,473410,1,20.3661,6.3702,0.249226,0.07795402
E_6597,2,540924,6,17.3365,8.9495,1.098375,0.01575018
E_6598,2,752329,4,17.5882,5.9211,1.912147,0.04023299
E_6599,2,153019,6,10.6334,6.1875,1.988525,0.03214191
E_6600,3,307226,1,43.1738,7.1914,1.139142,0.1897453
E_6601,2,333169,2,8.1849,8.8329,0.355865,0.09600972
E_6602,2,631661,2,45.5219,0.973,0.33447,0.00178727
E_6603,2,790641,4,14.8899,3.4349,1.530077,0.02206051
E_6604,2,644475,1,45.0719,4.0371,1.187956,0.10640548
E_6605,2,722215,1,39.7502,9.1061,1.10206,0.25246335
E_6606,2,446229,1,29.5174,9.5645,0.936872,0.3035739
E_6607,2,217996,4,33.804,1.2918,1.453018,0.00347039
E_6608,3,663508,2,16.9664,1.2792,1.717528,0.03237372
E_6609,2,492647,6,29.1372,9.3551,0.612887,0.00546611
E_6610,2,615971,4,15.3277,3.0281,0.449626,0.00555168
E_6611,3,631930,6,20.7114,2.494,1.343696,0.00449454
E_6612,2,179971,2,38.4685,0.4527,1.830318,0.00538483
E_6613,2,679844,4,12.9527,2.8284,0.702833,0.00959208
E_6614,2,526976,2,42.1035,6.9659,0.552172,0.02283881
E_6615,2,617473,6,19.4183,4.3178,0.459968,0.00284103
E_6616,2,497597,1,27.0763,5.217,0.516437,0.09950591
E_6617,4,512774,1,47.1561,9.1812,0.278517,0.05422671
E_6618,2,392926,6,34.3815,1.2354,1.197589,0.00119533
E_6619,2,366926,1,32.6346,0.8053,0.568844,0.01403694
E_6620,3,285784,6,35.8688,8.5341,1.233739,0.00815383
E_6621,2,336836,4,45.9875,7.7711,0.175234,0.00185072
E_6622,2,588161,4,13.1772,2.711,0.239759,0.00308291
E_6623,2,250534,4,31.0488,3.3099,1.076922,0.00717521
E_6624,4,286278,1,20.6193,3.1718,1.027947,0.15812575
E_6625,2,197469,2,1.5809,6.5133,0.550305,0.56681345
E_6626,2,671238,1,7.1397,0.706,1.65599,0.16375043
E_6627,2,495739,1,16.9246,4.9451,0.382224,0.1116798
E_6628,2,554142,2,28.685,1.4253,0.727716,0.00903969
E_6629,2,240749,2,44.1923,8.2154,1.115468,0.0518417
E_6630,2,246161,2,39.7646,3.8686,1.73575,0.04221671
E_6631,3,497797,2,28.1133,5.323,0.842916,0.03989964
E_6632,2,505123,1,4.6197,0.3902,0.803216,0.06784312
E_6633,2,498825,6,15.0094,0.6768,1.163279,0.00145706
E_6634,3,537359,4,18.9687,6.783,0.640224,0.01430857
E_6635,3,122936,6,31.4641,7.691,1.421255,0.00965022
E_6636,2,601477,1,4.1813,7.1294,0.504905,0.86089726
E_6637,2,330596,2,26.9795,7.3965,1.64816,0.11296184
E_6638,2,719330,4,45.1718,1.1357,0.551983,0.00086737
E_6639,4,277129,4,35.5662,6.9652,1.985475,0.02430192
E_6640,3,767897,6,40.0568,1.8993,0.63976,0.00084262
E_6641,2,646707,1,34.4021,1.0704,1.758864,0.05472596
E_6642,3,745499,1,11.1229,7.5959,0.800738,0.54682913
E_6643,2,484906,1,6.4137,8.9051,0.499649,0.69373752
E_6644,2,305671,4,41.645,7.1954,0.460065,0.00496811
E_6645,2,625122,6,35.0797,8.0752,1.701881,0.01088239
E_6646,3,394358,4,29.178,9.9118,0.624418,0.01325722
E_6647,2,354870,4,10.2749,1.4341,0.68374,0.00596448
E_6648,3,593244,2,30.5639,9.655,0.402016,0.03174877
E_6649,3,626701,6,2.5348,6.0519,1.923036,0.12753605
E_6650,3,633793,2,6.8231,8.1512,0.49704,0.14844691
E_6651,2,233177,1,16.2826,6.5367,0.502413,0.20169525
E_6652,2,299176,4,22.7432,5.7434,1.888357,0.02980448
E_6653,2,490447,6,6.9077,7.0658,1.802789,0.05122362
E_6654,2,600850,1,6.8771,3.2706,0.505333,0.24032544
E_6655,2,214897,6,36.5688,9.2503,1.730804,0.01216159
E_6656,3,158408,4,28.9163,1.2414,0.507148,0.00136077
E_6657,2,268751,6,27.1534,3.2485,0.178084,0.00059181
E_6658,2,216908,1,23.1693,0.4085,1.642519,0.0289594
E_6659,2,345993,2,48.8506,2.7861,1.545401,0.02203474
E_6660,2,330168,4,3.4402,2.2603,0.596388,0.02449014
E_6661,2,704019,2,9.8507,0.5913,0.189377,0.00284189
E_6662,2,605421,4,32.7279,4.9686,0.420813,0.00399287
E_6663,3,217798,1,7.6819,4.7395,1.544403,0.95284995
E_6664,2,741142,4,29.8797,0.8697,1.929848,0.00351072
E_6665,4,337902,2,28.8203,2.6923,0.525414,0.01227062
E_6666,3,420847,4,48.5793,9.5379,1.638335,0.02010408
E_6667,2,574650,1,44.2859,1.1963,0.463586,0.0125229
E_6668,3,163079,4,47.3321,3.1197,1.362405,0.00561233
E_6669,2,645865,2,6.5665,0.455,0.176391,0.00305558
E_6670,3,410258,1,43.5393,1.574,1.174738,0.04246824
E_6671,2,582450,2,7.3254,7.024,0.545688,0.13080898
E_6672,3,616379,4,32.0137,3.7305,1.852433,0.0134913
E_6673,3,788340,6,36.2838,4.5756,0.586604,0.00205484
E_6674,3,167194,2,8.8818,1.6541,0.802897,0.03738183
E_6675,3,571022,4,32.0003,6.8532,1.682951,0.02252635
E_6676,2,212333,6,3.5706,7.5401,0.882166,0.05174683
E_6677,2,662080,6,15.37,1.893,0.48444,0.00165735
E_6678,2,145807,1,46.1368,0.5454,1.099613,0.01299893
E_6679,2,617513,6,9.4148,0.9013,1.681582,0.00447171
E_6680,2,487410,2,4.1982,6.6048,0.872023,0.3429766
E_6681,2,760501,2,22.7402,1.4416,0.274448,0.00434961
E_6682,4,609698,6,42.6803,4.9898,0.772343,0.00250821
E_6683,2,728580,4,4.7569,1.6112,1.909406,0.04042069
E_6684,3,747272,2,18.4212,1.7845,0.153323,0.00371318
E_6685,2,638065,2,45.089,0.1432,0.822806,0.0006533
E_6686,3,138346,1,6.7896,3.2762,1.299577,0.62708763
E_6687,3,719265,4,16.2228,0.989,0.16625,0.00063345
E_6688,2,409963,6,39.1426,4.0002,0.696456,0.00197708
E_6689,2,234917,4,27.6173,6.0181,1.881751,0.02562833
E_6690,3,647578,1,41.7843,3.7386,0.070965,0.00634951
E_6691,2,474695,1,6.4682,7.0803,1.505966,1.64847888
E_6692,2,523915,4,46.1072,7.4404,1.684336,0.01698777
E_6693,2,275324,1,46.8107,6.9964,0.561351,0.08390039
E_6694,2,758653,1,8.6103,9.3735,0.437282,0.47604181
E_6695,2,743784,1,2.6599,2.4492,1.830494,1.68549416
E_6696,2,603150,4,49.5022,1.9756,1.530363,0.00381724
E_6697,2,605180,1,24.6303,6.1361,0.235628,0.05870156
E_6698,2,509824,6,29.0317,5.9893,0.432273,0.00247719
E_6699,4,490857,6,31.1793,5.15,1.246497,0.00571913
E_6700,2,297345,2,39.6938,0.1431,0.84464,0.00076125
E_6701,4,702294,6,40.7874,5.5969,1.013307,0.00386243
E_6702,2,318980,2,10.5023,9.3347,1.903569,0.42298462
E_6703,2,574869,4,12.5952,3.4123,0.846269,0.01432949
E_6704,2,376923,1,43.9648,9.6792,1.764547,0.38847904
E_6705,2,544256,6,41.1564,3.6319,1.324882,0.00324766
E_6706,2,549541,2,31.2633,1.4846,0.252023,0.00299195
E_6707,2,609163,4,49.7403,4.0442,1.491569,0.00757962
E_6708,2,739724,2,37.024,4.9967,1.045216,0.03526517
E_6709,2,767538,1,11.576,6.3317,0.457944,0.25048065
E_6710,2,513151,6,42.4856,5.0983,0.586203,0.00195402
E_6711,2,778387,4,21.3219,5.4135,1.119092,0.01775816
E_6712,2,551069,2,2.7715,0.3383,1.207388,0.03684461
E_6713,3,167359,4,16.7496,2.6108,1.936671,0.01886709
E_6714,2,303460,2,38.414,3.1759,1.710893,0.03536227
E_6715,2,377255,2,48.0501,9.8722,0.41962,0.0215534
E_6716,4,263384,1,14.5307,3.0261,1.550244,0.32284703
E_6717,2,386305,1,13.0793,8.9761,0.026501,0.01818718
E_6718,2,230466,2,28.6172,3.1169,0.268319,0.00730613
E_6719,4,429457,6,40.7725,1.0515,0.407404,0.00029185
E_6720,2,281446,4,37.5798,2.5514,1.198427,0.00508529
E_6721,2,517230,4,28.438,2.801,0.397423,0.00244651
E_6722,2,704596,1,31.9381,9.7847,0.736893,0.22575785
E_6723,2,511377,6,12.8628,6.7755,0.493132,0.0072155
E_6724,2,732088,2,22.1961,9.3236,0.681459,0.0715627
E_6725,2,500706,1,13.5129,8.3665,1.885478,1.16739202
E_6726,2,481691,2,44.3365,5.8281,1.994779,0.06555418
E_6727,2,124502,2,6.5152,6.7863,1.374587,0.35794602
E_6728,4,135757,1,34.3073,6.2859,1.148893,0.21050408
E_6729,3,722561,6,13.7539,6.696,1.419811,0.01920072
E_6730,2,682933,4,24.3033,2.7213,1.545588,0.01081645
E_6731,2,421199,1,15.6712,4.1404,1.480635,0.39119028
E_6732,2,219815,6,16.839,5.9669,0.172966,0.00170251
E_6733,2,784266,2,13.7593,0.4557,0.627484,0.00519548
E_6734,2,463170,1,37.8869,4.8801,0.693428,0.08931842
