curve_id,conductor,rank,torsion_order,regulator,real_period,l_derivative,sha_estimate,selmer2_dim,torsion2_dim,sha2_dim,parity_ok,sha_anomaly
E_10337,77213,2,6,3.4784,1.2552,0.95649,7.887,2,1,-1,True,True
E_10338,6895,2,1,3.8639,1.367,0.20847,0.039,2,0,0,True,False
E_10339,20738,4,4,4.0483,3.7994,0.11817,0.123,4,1,-1,True,False
E_10340,31746,3,5,5.8437,2.2542,0.85542,1.623,4,0,1,True,True
E_10341,50377,2,1,5.3827,3.8858,0.44476,0.021,5,0,3,True,True
E_10342,49404,3,6,6.1183,0.3362,0.8485,14.85,5,1,1,True,True
E_10343,55045,2,1,7.6723,2.443,0.89416,0.048,2,0,0,True,False
E_10344,98888,4,3,8.1486,0.1777,0.07183,0.446,4,0,0,True,False
E_10345,40790,2,5,7.2094,0.3226,0.88463,9.509,2,0,0,True,True
E_10346,6600,3,6,9.5597,4.5331,0.45384,0.377,3,1,-1,True,False
E_10347,95660,3,6,0.2805,0.7048,0.51533,93.84,3,1,-1,True,True
E_10348,94179,3,2,2.0382,2.6668,0.63033,0.464,4,1,0,True,False
E_10349,41764,2,4,0.1749,2.0614,0.92712,41.144,2,1,-1,True,True
E_10350,75543,2,2,6.51,1.7432,0.02892,0.01,2,1,-1,True,False
E_10351,46714,3,6,8.9905,4.5002,0.48208,0.429,3,1,-1,True,False
E_10352,57835,2,5,2.5105,0.1189,0.69084,57.86,2,0,0,True,True
E_10353,74744,4,1,9.2776,3.3223,0.72548,0.024,5,0,1,True,False
E_10354,57491,3,1,0.6966,4.8173,0.69561,0.207,4,0,1,True,False
E_10355,19589,2,5,9.3509,2.8052,0.14309,0.136,2,0,0,True,False
E_10356,44484,3,6,3.5811,4.6847,0.3064,0.657,3,1,-1,True,False
E_10357,83989,2,1,1.1041,0.2708,0.36513,1.221,2,0,0,True,True
E_10358,37212,3,1,4.9101,2.0998,0.80639,0.078,3,0,0,True,False
E_10359,44525,3,1,2.6421,1.3082,0.28597,0.083,3,0,0,True,False
E_10360,48202,2,4,2.9202,3.6568,0.2186,0.328,2,1,-1,True,False
E_10361,33635,2,4,3.1422,4.9067,0.95787,0.994,3,1,0,True,False
E_10362,64208,3,3,8.05,1.2901,0.01877,0.016,4,0,1,True,False
E_10363,34828,2,2,5.4377,3.2743,0.99784,0.224,2,1,-1,True,False
E_10364,19711,2,5,3.1819,0.9985,0.68005,5.351,2,0,0,True,True
E_10365,4420,2,5,6.1423,2.831,0.83018,1.194,2,0,0,True,True
E_10366,97752,2,5,7.1899,2.325,0.30167,0.451,2,0,0,True,False
E_10367,1301,2,3,2.799,4.8603,0.02417,0.016,3,0,1,True,False
E_10368,46236,2,4,4.1941,3.0466,0.74049,0.927,2,1,-1,True,False
E_10369,67235,2,6,1.3067,1.754,0.8358,13.128,2,1,-1,True,True
E_10370,55240,2,6,1.8934,0.5793,0.74307,24.389,2,1,-1,True,True
E_10371,66726,2,3,6.8431,0.7647,0.15142,0.26,2,0,0,True,False
E_10372,11492,2,6,1.8962,1.1343,0.75589,12.652,2,1,-1,True,True
E_10373,7102,2,5,5.2991,1.2623,0.77123,2.882,2,0,0,True,True
E_10374,51336,2,2,7.1196,4.2546,0.66196,0.087,2,1,-1,True,False
E_10375,86314,2,1,1.1581,2.8105,0.76845,0.236,2,0,0,True,False
E_10376,27641,2,4,5.7164,2.6217,0.84746,0.905,3,1,0,True,False
E_10377,35584,3,4,2.64,0.5827,0.61747,6.422,3,1,-1,True,True
E_10378,33745,2,3,9.633,4.3021,0.09772,0.021,3,0,1,True,False
E_10379,24093,3,4,4.8871,3.6168,0.49275,0.446,3,1,-1,True,False
E_10380,67105,3,5,8.0793,0.3477,0.08687,0.773,4,0,1,True,False
E_10381,52885,2,6,5.5472,3.5421,0.41347,0.758,2,1,-1,True,False
E_10382,37631,3,5,0.5298,2.7223,0.41304,7.16,3,0,0,True,True
E_10383,73991,4,3,6.3682,0.4178,0.07535,0.255,4,0,0,True,False
E_10384,5014,2,5,9.5189,2.2969,0.35533,0.406,2,0,0,True,False
E_10385,12093,2,6,6.056,2.4286,0.11989,0.293,2,1,-1,True,False
E_10386,19070,3,2,8.21,0.8372,0.81015,0.471,3,1,-1,True,False
E_10387,36777,3,3,8.8536,4.729,0.94821,0.204,3,0,0,True,False
E_10388,57958,2,2,2.358,4.2514,0.08159,0.033,2,1,-1,True,False
E_10389,83074,3,1,2.1992,3.3484,0.95556,0.13,4,0,1,True,False
E_10390,11729,3,2,6.1487,2.3169,0.52735,0.148,3,1,-1,True,False
E_10391,46017,3,1,4.1692,2.0647,0.30657,0.036,3,0,0,True,False
E_10392,67320,3,1,8.4146,3.2584,0.08609,0.003,3,0,0,True,False
E_10393,28751,3,2,9.0102,2.7317,0.50562,0.082,5,1,1,True,False
E_10394,79069,2,3,3.5989,0.3207,0.79657,6.212,2,0,0,True,True
E_10395,55748,2,6,2.445,2.5674,0.71002,4.072,2,1,-1,True,True
E_10396,6801,2,5,7.8272,4.034,0.05972,0.047,4,0,2,True,False
E_10397,20190,3,5,2.8206,2.3016,0.08217,0.316,4,0,1,True,False
E_10398,50689,2,6,8.2439,0.2693,0.40884,6.63,3,1,0,True,True
E_10399,51993,2,1,4.295,3.9335,0.30234,0.018,2,0,0,True,False
E_10400,30592,2,1,6.7087,1.0148,0.24006,0.035,2,0,0,True,False
E_10401,11647,2,3,1.0458,1.3005,0.28819,1.907,2,0,0,True,True
E_10402,9716,3,4,6.2762,0.8319,0.80545,2.468,4,1,0,True,True
E_10403,89891,3,2,4.5725,1.6578,0.92994,0.491,3,1,-1,True,False
E_10404,88545,2,1,5.9074,3.7862,0.41105,0.018,2,0,0,True,False
E_10405,90912,2,5,1.7633,2.6017,0.90705,4.943,3,0,1,True,True
E_10406,71316,2,3,7.3951,1.0324,0.32828,0.387,2,0,0,True,False
E_10407,3368,2,2,8.6417,4.3904,0.48167,0.051,2,1,-1,True,False
E_10408,78575,2,3,2.2457,4.3991,0.23377,0.213,2,0,0,True,False
E_10409,7655,2,2,1.0476,4.3542,0.64407,0.565,3,1,0,True,False
E_10410,71031,2,2,0.334,1.2016,0.97919,9.759,3,1,0,True,True
E_10411,77429,2,6,6.4555,2.2617,0.60746,1.498,2,1,-1,True,True
E_10412,92083,2,1,6.1102,4.9251,0.36424,0.012,3,0,1,True,False
E_10413,88922,2,3,5.5123,3.8623,0.65134,0.275,3,0,1,True,False
E_10414,56766,2,3,2.3963,0.1456,0.13169,3.397,3,0,1,True,True
E_10415,14403,2,6,3.97,0.3354,0.88977,24.056,3,1,0,True,True
E_10416,33097,3,5,5.9853,2.325,0.50805,0.913,4,0,1,True,False
E_10417,79657,2,5,5.018,4.547,0.45486,0.498,2,0,0,True,False
E_10418,11966,2,1,9.8791,2.6981,0.59001,0.022,3,0,1,True,False
E_10419,94848,3,1,1.4508,2.4941,0.62854,0.174,4,0,1,True,False
E_10420,53921,2,4,6.9819,0.5363,0.08106,0.346,2,1,-1,True,False
E_10421,50726,3,6,4.1028,3.2873,0.68579,1.831,4,1,0,True,True
E_10422,51300,2,5,4.3392,4.1123,0.24951,0.35,2,0,0,True,False
E_10423,23677,4,2,7.2042,1.9083,0.71681,0.209,4,1,-1,True,False
E_10424,56609,3,3,6.9551,3.8803,0.82431,0.275,3,0,0,True,False
E_10425,97825,3,1,9.9134,4.8227,0.80592,0.017,4,0,1,True,False
E_10426,57661,3,3,1.3711,1.0268,0.55698,3.561,3,0,0,True,True
E_10427,32024,2,3,1.1307,2.6214,0.52497,1.594,2,0,0,True,True
E_10428,71313,2,4,7.271,1.4428,0.15145,0.231,2,1,-1,True,False
E_10429,54006,3,5,5.826,3.9663,0.77759,0.841,4,0,1,True,False
E_10430,96285,2,1,2.8142,2.8922,0.2787,0.034,2,0,0,True,False
E_10431,16338,3,3,0.8863,3.1766,0.50173,1.604,3,0,0,True,True
E_10432,69027,2,1,0.948,3.9916,0.29143,0.077,2,0,0,True,False
E_10433,93772,2,2,8.9525,1.9859,0.14249,0.032,3,1,0,True,False
E_10434,81135,2,4,1.9995,4.5763,0.63326,1.107,2,1,-1,True,True
E_10435,20508,2,2,3.3014,2.6698,0.06379,0.029,2,1,-1,True,False
E_10436,4051,2,1,2.3439,0.7982,0.75116,0.401,3,0,1,True,False
E_10437,49747,2,1,3.6145,3.4825,0.32441,0.026,2,0,0,True,False
E_10438,88142,2,5,0.7873,3.9684,0.01013,0.081,3,0,1,True,False
E_10439,88235,2,3,5.2387,1.5906,0.51602,0.557,2,0,0,True,False
E_10440,55021,2,3,0.7694,4.2873,0.05638,0.154,2,0,0,True,False
E_10441,67412,3,2,8.0235,4.5317,0.28341,0.031,3,1,-1,True,False
E_10442,59335,2,4,2.4137,1.3918,0.70991,3.381,2,1,-1,True,True
E_10443,57179,2,6,5.4461,4.9178,0.07206,0.097,3,1,0,True,False
E_10444,33093,2,3,8.8128,0.7122,0.84095,1.206,2,0,0,True,True
E_10445,70678,3,5,6.5437,1.0181,0.01378,0.052,3,0,0,True,False
E_10446,81738,2,2,5.3763,0.9293,0.25436,0.204,2,1,-1,True,False
E_10447,40734,3,2,3.3109,4.471,0.7435,0.201,3,1,-1,True,False
E_10448,73615,4,6,3.3967,3.2749,0.32311,1.046,4,1,-1,True,True
E_10449,74523,2,5,6.7279,0.769,0.11087,0.536,2,0,0,True,False
E_10450,95476,2,4,9.942,2.2072,0.36663,0.267,2,1,-1,True,False
E_10451,18019,2,5,6.6522,3.0803,0.27769,0.339,2,0,0,True,False
E_10452,84613,2,4,5.6221,0.4265,0.84428,5.634,2,1,-1,True,True
E_10453,92794,2,5,7.3334,4.4133,0.32021,0.247,2,0,0,True,False
E_10454,87672,3,5,4.7055,4.02,0.79104,1.045,4,0,1,True,True
E_10455,74847,2,1,0.6954,2.531,0.89295,0.507,2,0,0,True,False
E_10456,83750,2,2,5.6667,4.836,0.43948,0.064,2,1,-1,True,False
E_10457,80634,2,5,9.5805,2.0946,0.91084,1.135,3,0,1,True,True
E_10458,29251,3,6,1.8355,4.9207,0.38354,1.529,3,1,-1,True,True
E_10459,26945,2,5,6.931,3.3429,0.96444,1.041,2,0,0,True,True
E_10460,91852,2,3,2.0892,3.177,0.0984,0.133,3,0,1,True,False
E_10461,33217,3,2,5.4047,0.8381,0.69015,0.609,4,1,0,True,False
E_10462,9308,3,3,1.0571,4.4108,0.49888,0.963,4,0,1,True,False
E_10463,6949,2,2,4.5587,2.1432,0.39377,0.161,2,1,-1,True,False
E_10464,52990,2,3,7.586,0.8195,0.63638,0.921,2,0,0,True,False
E_10465,2150,3,5,3.541,0.0729,0.70682,68.453,3,0,0,True,True
E_10466,90480,2,5,6.6826,2.8032,0.01432,0.019,2,0,0,True,False
E_10467,75740,2,1,7.975,2.6417,0.17528,0.008,2,0,0,True,False
E_10468,67617,2,6,9.2791,3.5996,0.71592,0.772,2,1,-1,True,False
E_10469,95841,2,3,2.423,4.4524,0.66972,0.559,2,0,0,True,False
E_10470,17896,3,4,4.0532,0.4062,0.96639,9.391,3,1,-1,True,True
E_10471,47175,3,1,1.6089,3.6602,0.76343,0.13,4,0,1,True,False
E_10472,8805,2,3,9.9256,0.9452,0.95126,0.913,3,0,1,True,False
E_10473,6237,2,3,9.2773,4.2923,0.70552,0.159,2,0,0,True,False
E_10474,21056,2,1,5.4456,4.0971,0.30507,0.014,2,0,0,True,False
E_10475,46543,2,5,8.4361,2.7086,0.11431,0.125,3,0,1,True,False
E_10476,57556,3,3,5.2575,3.5541,0.78401,0.378,3,0,0,True,False
E_10477,4343,2,5,6.2735,1.5786,0.64771,1.635,3,0,1,True,True
E_10478,14500,2,1,0.9823,2.3611,0.0577,0.025,2,0,0,True,False
E_10479,54222,2,5,7.5772,4.11,0.36645,0.294,2,0,0,True,False
E_10480,30375,2,2,1.3644,2.3017,0.95723,1.219,2,1,-1,True,True
E_10481,10662,2,4,8.2781,1.7954,0.5054,0.544,3,1,0,True,False
E_10482,17964,3,3,7.8421,2.4761,0.4384,0.203,4,0,1,True,False
E_10483,60638,2,6,7.1166,4.143,0.46312,0.565,3,1,0,True,False
E_10484,74666,3,4,0.458,1.6827,0.21679,4.501,4,1,0,True,True
E_10485,86067,2,5,3.101,0.8771,0.37502,3.447,2,0,0,True,True
E_10486,68215,2,3,2.7048,3.5629,0.37612,0.351,3,0,1,True,False
E_10487,70042,2,5,3.6654,4.1316,0.06183,0.102,5,0,3,True,True
E_10488,14284,3,2,0.9677,0.5122,0.76989,6.213,4,1,0,True,True
E_10489,73789,3,1,9.3759,1.207,0.42234,0.037,3,0,0,True,False
E_10490,85664,2,3,5.5826,0.7184,0.82396,1.849,3,0,1,True,True
E_10491,94468,2,2,3.1247,1.7462,0.85184,0.624,4,1,1,True,False
E_10492,62389,3,2,4.0301,2.2573,0.21987,0.097,3,1,-1,True,False
E_10493,10435,2,3,4.5273,3.7466,0.66078,0.351,2,0,0,True,False
E_10494,55340,2,5,6.0459,3.2592,0.47756,0.606,2,0,0,True,False
E_10495,45078,3,6,5.2052,3.1084,0.88136,1.961,4,1,0,True,True
E_10496,79832,2,2,9.202,1.7684,0.22358,0.055,2,1,-1,True,False
E_10497,52293,2,4,5.0199,4.2088,0.68104,0.516,2,1,-1,True,False
E_10498,96981,2,2,9.9224,2.3617,0.61167,0.104,3,1,0,True,False
E_10499,79781,2,6,8.5291,4.8957,0.30235,0.261,3,1,0,True,False
E_10500,61403,2,5,2.1643,3.1744,0.14523,0.528,3,0,1,True,False
